rxn_id,has_energy,energy_source,atp_synthase_heuristic,abc_transporter_heuristic,stored_bounds_heuristic,mmdeltag_band_heuristic,low_energy_heuristic,default_heuristic,cascade_winner,cascade_operator
rxn00001,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn00002,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn00003,1,eQuilibrator,-,-,-,-,<,=,low_energy_heuristic,<
rxn00004,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn00006,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn00007,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn00008,1,eQuilibrator,-,-,<,-,-,=,stored_bounds_heuristic,<
rxn00009,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn00010,1,eQuilibrator,-,-,-,-,>,=,low_energy_heuristic,>
rxn00011,1,eQuilibrator,-,-,-,-,<,=,low_energy_heuristic,<
rxn00012,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn00013,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn00014,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn00015,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn00016,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn00017,1,Group contribution,-,-,-,-,-,=,default_heuristic,=
rxn00018,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn00019,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn00020,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn00021,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn00022,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn00023,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn00024,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn00025,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn00026,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn00027,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn00028,1,,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn00029,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn00030,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn00031,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn00032,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn00033,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn00034,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn00035,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn00036,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn00037,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn00038,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn00039,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn00040,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn00041,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn00042,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn00043,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn00044,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn00045,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn00046,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn00047,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn00048,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn00050,1,Group contribution,-,-,<,-,-,=,stored_bounds_heuristic,<
rxn00051,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn00052,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn00053,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn00054,1,Group contribution,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn00055,1,,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn00056,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn00057,1,Group contribution,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn00058,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn00059,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn00060,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn00061,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn00062,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn00063,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn00064,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn00065,1,eQuilibrator,-,-,-,-,>,=,low_energy_heuristic,>
rxn00066,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn00067,1,Group contribution,-,-,-,-,<,=,low_energy_heuristic,<
rxn00068,1,eQuilibrator,-,-,<,-,-,=,stored_bounds_heuristic,<
rxn00069,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn00070,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn00071,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn00072,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn00073,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn00074,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn00075,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn00076,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn00077,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn00078,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn00079,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn00080,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn00081,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn00082,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn00083,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn00084,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn00085,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn00086,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn00087,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn00088,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn00089,1,,-,-,-,-,-,=,default_heuristic,=
rxn00090,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn00091,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn00092,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn00093,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn00095,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn00096,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn00097,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn00098,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn00099,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn00100,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn00101,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn00102,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn00103,1,eQuilibrator,-,-,-,-,>,=,low_energy_heuristic,>
rxn00104,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn00105,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn00106,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn00107,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn00108,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn00109,1,Group contribution,-,-,<,-,<,=,stored_bounds_heuristic,<
rxn00110,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn00111,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn00112,1,Group contribution,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn00113,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn00114,1,eQuilibrator,-,-,-,-,<,=,low_energy_heuristic,<
rxn00115,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn00116,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn00117,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn00118,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn00119,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn00120,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn00121,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn00122,1,eQuilibrator,-,-,-,-,>,=,low_energy_heuristic,>
rxn00123,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn00124,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn00125,1,Group contribution,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn00126,1,Group contribution,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn00127,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn00128,1,Group contribution,-,-,-,-,-,=,default_heuristic,=
rxn00129,1,Group contribution,-,-,-,-,-,=,default_heuristic,=
rxn00130,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn00131,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn00132,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn00133,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn00134,1,eQuilibrator,-,-,-,-,>,=,low_energy_heuristic,>
rxn00135,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn00136,1,Group contribution,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn00137,1,eQuilibrator,-,-,-,-,>,=,low_energy_heuristic,>
rxn00138,1,eQuilibrator,-,-,-,-,>,=,low_energy_heuristic,>
rxn00139,1,eQuilibrator,-,-,-,-,<,=,low_energy_heuristic,<
rxn00140,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn00141,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn00142,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn00143,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn00144,1,eQuilibrator,-,-,-,-,>,=,low_energy_heuristic,>
rxn00145,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn00146,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn00147,1,eQuilibrator,-,-,-,-,>,=,low_energy_heuristic,>
rxn00148,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn00149,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn00150,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn00151,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn00152,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn00153,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn00154,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn00155,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn00156,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn00157,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn00158,1,Group contribution,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn00159,1,eQuilibrator,-,-,-,-,>,=,low_energy_heuristic,>
rxn00160,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn00161,1,eQuilibrator,-,-,-,-,>,=,low_energy_heuristic,>
rxn00162,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn00163,1,Group contribution,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn00164,1,eQuilibrator,-,-,<,-,<,=,stored_bounds_heuristic,<
rxn00165,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn00166,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn00168,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn00170,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn00171,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn00172,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn00173,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn00174,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn00175,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn00176,1,Group contribution,-,-,-,-,-,=,default_heuristic,=
rxn00177,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn00178,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn00179,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn00180,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn00181,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn00182,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn00183,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn00184,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn00185,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn00186,1,eQuilibrator,-,-,-,-,>,=,low_energy_heuristic,>
rxn00187,1,eQuilibrator,-,-,-,-,>,=,low_energy_heuristic,>
rxn00188,1,eQuilibrator,-,-,<,-,<,=,stored_bounds_heuristic,<
rxn00189,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn00190,1,eQuilibrator,-,-,-,-,>,=,low_energy_heuristic,>
rxn00191,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn00192,1,eQuilibrator,-,-,-,-,>,=,low_energy_heuristic,>
rxn00193,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn00194,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn00195,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn00196,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn00197,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn00198,1,eQuilibrator,-,-,-,-,>,=,low_energy_heuristic,>
rxn00199,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn00200,1,eQuilibrator,-,-,-,-,>,=,low_energy_heuristic,>
rxn00201,1,eQuilibrator,-,-,<,-,<,=,stored_bounds_heuristic,<
rxn00202,1,eQuilibrator,-,-,-,-,<,=,low_energy_heuristic,<
rxn00203,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn00204,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn00205,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn00206,1,,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn00207,1,Group contribution,-,-,<,-,<,=,stored_bounds_heuristic,<
rxn00208,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn00209,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn00210,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn00211,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn00212,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn00213,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn00214,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn00215,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn00216,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn00217,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn00218,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn00219,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn00220,1,eQuilibrator,-,-,-,-,>,=,low_energy_heuristic,>
rxn00221,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn00222,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn00223,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn00224,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn00225,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn00226,1,Group contribution,-,-,-,-,>,=,low_energy_heuristic,>
rxn00227,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn00228,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn00229,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn00230,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn00231,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn00232,1,Group contribution,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn00233,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn00234,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn00235,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn00236,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn00237,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn00238,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn00239,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn00240,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn00241,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn00242,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn00243,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn00244,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn00245,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn00247,1,eQuilibrator,-,-,-,-,>,=,low_energy_heuristic,>
rxn00248,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn00249,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn00250,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn00251,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn00252,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn00253,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn00254,1,eQuilibrator,-,-,-,-,>,=,low_energy_heuristic,>
rxn00255,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn00256,1,eQuilibrator,-,-,-,-,<,=,low_energy_heuristic,<
rxn00257,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn00258,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn00259,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn00260,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn00261,1,eQuilibrator,-,-,<,-,<,=,stored_bounds_heuristic,<
rxn00262,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn00263,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn00264,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn00265,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn00266,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn00267,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn00268,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn00269,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn00270,1,Group contribution,-,-,-,-,-,=,default_heuristic,=
rxn00271,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn00272,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn00273,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn00274,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn00275,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn00276,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn00277,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn00278,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn00279,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn00280,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn00281,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn00282,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn00283,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn00284,1,eQuilibrator,-,-,<,-,-,=,stored_bounds_heuristic,<
rxn00285,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn00286,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn00287,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn00288,1,eQuilibrator,-,-,<,-,-,=,stored_bounds_heuristic,<
rxn00289,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn00290,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn00291,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn00292,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn00293,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn00295,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn00296,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn00297,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn00298,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn00299,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn00300,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn00301,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn00302,1,,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn00303,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn00304,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn00305,1,eQuilibrator,-,-,-,-,>,=,low_energy_heuristic,>
rxn00306,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn00307,1,eQuilibrator,-,-,-,-,>,=,low_energy_heuristic,>
rxn00308,1,eQuilibrator,-,-,-,-,>,=,low_energy_heuristic,>
rxn00309,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn00310,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn00311,1,Group contribution,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn00312,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn00313,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn00314,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn00315,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn00316,1,eQuilibrator,-,-,-,-,>,=,low_energy_heuristic,>
rxn00317,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn00318,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn00319,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn00320,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn00321,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn00322,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn00323,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn00324,1,eQuilibrator,-,-,<,-,-,=,stored_bounds_heuristic,<
rxn00325,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn00326,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn00327,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn00328,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn00330,1,eQuilibrator,-,-,-,-,<,=,low_energy_heuristic,<
rxn00331,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn00332,1,eQuilibrator,-,-,-,-,<,=,low_energy_heuristic,<
rxn00333,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn00334,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn00335,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn00336,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn00337,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn00338,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn00339,1,eQuilibrator,-,-,-,-,>,=,low_energy_heuristic,>
rxn00340,1,eQuilibrator,-,-,-,-,>,=,low_energy_heuristic,>
rxn00341,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn00342,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn00343,1,Group contribution,-,-,-,-,>,=,low_energy_heuristic,>
rxn00344,1,eQuilibrator,-,-,-,-,>,=,low_energy_heuristic,>
rxn00345,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn00346,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn00347,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn00348,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn00349,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn00350,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn00351,1,eQuilibrator,-,-,-,-,>,=,low_energy_heuristic,>
rxn00352,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn00353,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn00354,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
