rxn_id,has_energy,energy_source,atp_synthase_heuristic,abc_transporter_heuristic,stored_bounds_heuristic,mmdeltag_band_heuristic,low_energy_heuristic,default_heuristic,cascade_winner,cascade_operator
rxn46192,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46193,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46194,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46195,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46196,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn46198,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46199,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn46200,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46201,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn46202,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46203,1,Group contribution,-,-,-,-,>,=,low_energy_heuristic,>
rxn46204,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn46205,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46206,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46208,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn46209,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46210,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46211,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46212,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46213,1,Group contribution,-,-,<,-,-,=,stored_bounds_heuristic,<
rxn46214,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn46215,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46216,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46217,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46218,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn46219,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn46220,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn46221,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46222,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46223,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn46224,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46225,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46226,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46227,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46228,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46229,1,Group contribution,-,-,-,-,>,=,low_energy_heuristic,>
rxn46230,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn46231,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46232,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn46233,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46234,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46235,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn46236,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46237,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn46238,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46239,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46240,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46241,1,eQuilibrator,-,-,-,-,>,=,low_energy_heuristic,>
rxn46242,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46244,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn46245,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46246,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46247,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46248,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46249,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46250,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46251,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn46252,1,eQuilibrator,-,-,-,-,>,=,low_energy_heuristic,>
rxn46253,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46254,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46255,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46256,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46257,1,eQuilibrator,-,>,-,-,>,=,abc_transporter_heuristic,>
rxn46258,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn46259,1,Group contribution,-,-,<,-,-,=,stored_bounds_heuristic,<
rxn46260,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn46261,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46262,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46263,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46264,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn46265,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46266,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn46267,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46268,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn46269,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46270,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn46271,1,Group contribution,-,-,-,-,-,=,default_heuristic,=
rxn46272,1,Group contribution,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn46273,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn46274,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn46275,1,Group contribution,-,-,<,-,-,=,stored_bounds_heuristic,<
rxn46278,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46279,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46280,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn46281,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46282,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46283,1,Group contribution,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn46284,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46285,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn46286,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46287,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn46288,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn46289,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46290,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46291,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46292,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46293,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46294,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46295,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46296,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46297,1,Group contribution,-,-,-,-,-,=,default_heuristic,=
rxn46298,1,Group contribution,-,-,-,-,-,=,default_heuristic,=
rxn46299,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46300,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46301,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46302,1,Group contribution,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn46303,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn46304,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46305,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46306,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46307,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn46308,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46310,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46311,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46312,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn46313,1,eQuilibrator,-,-,-,-,>,=,low_energy_heuristic,>
rxn46314,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46315,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn46316,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn46317,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46318,1,Group contribution,-,-,-,-,>,=,low_energy_heuristic,>
rxn46319,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46320,1,,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn46321,1,,-,-,-,-,-,=,default_heuristic,=
rxn46322,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46323,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46324,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn46325,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn46326,1,Group contribution,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn46327,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46328,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn46329,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46330,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46331,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46332,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn46333,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46334,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46335,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn46336,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46338,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46339,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn46340,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46341,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46342,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46343,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46344,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46345,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn46346,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46347,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46348,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46349,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46350,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46351,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46352,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46353,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn46354,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn46355,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn46356,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46357,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn46358,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46359,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn46360,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46361,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46362,1,eQuilibrator,-,-,-,-,>,=,low_energy_heuristic,>
rxn46363,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46364,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46365,1,eQuilibrator,-,-,-,-,>,=,low_energy_heuristic,>
rxn46366,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn46367,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46368,1,Group contribution,-,-,-,-,-,=,default_heuristic,=
rxn46369,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn46370,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46371,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46372,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46373,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46374,1,Group contribution,-,-,<,-,-,=,stored_bounds_heuristic,<
rxn46375,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46376,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46377,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46378,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46379,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46380,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46381,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn46382,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46383,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46384,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46385,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46386,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn46387,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46388,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46389,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46390,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46391,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46392,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn46393,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46394,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46395,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46396,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn46397,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46398,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn46399,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn46400,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46401,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46402,1,Group contribution,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn46403,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn46404,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46405,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46406,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46407,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46408,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn46409,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn46410,1,Group contribution,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn46411,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46413,1,eQuilibrator,-,-,-,-,>,=,low_energy_heuristic,>
rxn46414,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46415,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46416,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn46417,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46418,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46419,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46420,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46421,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn46422,1,Group contribution,-,-,-,-,-,=,default_heuristic,=
rxn46424,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46425,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn46426,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46427,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46428,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46429,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46430,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46431,1,eQuilibrator,-,-,-,-,>,=,low_energy_heuristic,>
rxn46432,1,Group contribution,-,-,-,-,>,=,low_energy_heuristic,>
rxn46433,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn46435,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn46436,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn46437,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46438,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46439,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46440,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46441,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46442,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46443,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46444,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn46445,1,Group contribution,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn46446,1,Group contribution,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn46447,1,Group contribution,-,-,-,-,-,=,default_heuristic,=
rxn46448,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46449,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46450,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46451,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46452,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn46453,1,Group contribution,-,-,-,-,-,=,default_heuristic,=
rxn46454,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn46455,1,Group contribution,-,-,-,-,-,=,default_heuristic,=
rxn46456,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46457,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46458,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46459,1,eQuilibrator,-,-,<,-,-,=,stored_bounds_heuristic,<
rxn46460,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46461,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46462,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn46463,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn46464,1,Group contribution,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn46465,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn46466,1,Group contribution,-,-,-,-,-,=,default_heuristic,=
rxn46467,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46468,1,eQuilibrator,-,-,<,-,-,=,stored_bounds_heuristic,<
rxn46469,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn46470,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46471,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn46472,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn46473,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46474,1,Group contribution,-,-,-,-,-,=,default_heuristic,=
rxn46475,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46476,1,eQuilibrator,-,-,-,-,>,=,low_energy_heuristic,>
rxn46477,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46478,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46479,1,eQuilibrator,-,-,-,-,>,=,low_energy_heuristic,>
rxn46480,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn46481,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46482,1,Group contribution,-,-,-,-,-,=,default_heuristic,=
rxn46483,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn46484,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46485,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn46486,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46488,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn46489,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn46490,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn46491,1,Group contribution,-,-,-,-,-,=,default_heuristic,=
rxn46492,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46493,1,Group contribution,-,-,-,-,-,=,default_heuristic,=
rxn46494,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46495,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46496,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46497,1,Group contribution,-,-,-,-,-,=,default_heuristic,=
rxn46498,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46499,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn46500,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn46501,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46502,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn46503,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46504,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46505,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46506,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46507,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn46508,1,Group contribution,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn46509,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46510,1,Group contribution,-,-,-,-,-,=,default_heuristic,=
rxn46512,1,Group contribution,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn46513,1,Group contribution,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn46514,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46515,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46516,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn46517,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46518,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46519,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46520,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46521,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn46522,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46523,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn46524,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn46525,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46526,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46527,1,Group contribution,-,-,<,-,-,=,stored_bounds_heuristic,<
rxn46529,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46530,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46531,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46532,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46533,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46534,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46535,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46537,1,Group contribution,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn46538,1,Group contribution,-,-,-,-,-,=,default_heuristic,=
rxn46539,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46540,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46541,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46542,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn46543,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn46544,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46545,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46546,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46547,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46548,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46549,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46550,1,eQuilibrator,-,-,<,-,-,=,stored_bounds_heuristic,<
rxn46551,1,Group contribution,-,-,-,-,-,=,default_heuristic,=
rxn46552,1,Group contribution,-,-,-,-,-,=,default_heuristic,=
rxn46553,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn46554,1,Group contribution,-,-,-,-,-,=,default_heuristic,=
rxn46555,1,,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn46556,1,Group contribution,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn46557,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46558,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46559,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46560,1,eQuilibrator,-,-,-,-,>,=,low_energy_heuristic,>
rxn46561,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46562,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46563,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46564,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn46565,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46566,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46567,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46568,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn46569,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46570,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn46571,1,,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn46572,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46573,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn46574,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46575,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn46576,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn46577,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46578,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn46579,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46580,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46581,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46582,1,eQuilibrator,-,-,-,-,>,=,low_energy_heuristic,>
rxn46583,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46584,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46585,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn46586,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46587,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46588,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn46589,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46590,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46591,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn46592,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn46593,0,,-,-,NA,NA,NA,=,default_heuristic,=
